Mã,Tên,Cấp,Nghị quyết,Mã TP,Tỉnh / Thành Phố
08038,Xã Chân Mộng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08053,Xã Hạ Hòa,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08071,Xã Đan Thượng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08110,Xã Hiền Lương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08113,Xã Yên Kỳ,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08134,Xã Văn Lang,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08143,Xã Vĩnh Chân,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08152,Xã Thanh Ba,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08173,Xã Quảng Yên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08203,Xã Hoàng Cương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08209,Xã Đông Thành,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08218,Xã Chí Tiên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08227,Xã Liên Minh,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08230,Xã Phù Ninh,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08236,Xã Phú Mỹ,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08245,Xã Trạm Thản,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08254,Xã Dân Chủ,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08275,Xã Bình Phú,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08290,Xã Yên Lập,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08296,Xã Sơn Lương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08305,Xã Xuân Viên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08311,Xã Trung Sơn,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08323,Xã Thượng Long,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08338,Xã Minh Hòa,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08341,Xã Cẩm Khê,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08344,Xã Tiên Lương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08377,Xã Vân Bán,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08398,Xã Phú Khê,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08416,Xã Hùng Việt,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08431,Xã Đồng Lương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08434,Xã Tam Nông,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08443,Xã Hiền Quan,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08467,Xã Vạn Xuân,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08479,Xã Thọ Văn,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08494,Xã Lâm Thao,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08500,Xã Xuân Lũng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08515,Xã Hy Cương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08521,Xã Phùng Nguyên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08527,Xã Bản Nguyên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08542,Xã Thanh Sơn,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08545,Xã Thu Cúc,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08560,Xã Lai Đồng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08566,Xã Tân Sơn,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08584,Xã Võ Miếu,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08590,Xã Xuân Đài,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08593,Xã Minh Đài,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08611,Xã Văn Miếu,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08614,Xã Cự Đồng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08620,Xã Long Cốc,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08632,Xã Hương Cần,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08635,Xã Khả Cửu,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08656,Xã Yên Sơn,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08662,Xã Đào Xá,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08674,Xã Thanh Thủy,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08686,Xã Tu Vũ,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08707,Phường Vĩnh Yên,Phường,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08716,Phường Vĩnh Phúc,Phường,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08740,Phường Phúc Yên,Phường,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08746,Phường Xuân Hòa,Phường,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08761,Xã Lập Thạch,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08770,Xã Hợp Lý,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08773,Xã Yên Lãng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08782,Xã Hải Lựu,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08788,Xã Thái Hòa,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08812,Xã Liên Hòa,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08824,Xã Tam Sơn,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08842,Xã Tiên Lữ,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08848,Xã Sông Lô,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08866,Xã Sơn Đông,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08869,Xã Tam Dương,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08872,Xã Tam Dương Bắc,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08896,Xã Hoàng An,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08905,Xã Hội Thịnh,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08911,Xã Tam Đảo,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08914,Xã Đạo Trù,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08923,Xã Đại Đình,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08935,Xã Bình Nguyên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08944,Xã Bình Tuyền,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08950,Xã Bình Xuyên,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
08971,Xã Xuân Lãng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09025,Xã Yên Lạc,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09040,Xã Tề Lỗ,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09043,Xã Tam Hồng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09052,Xã Nguyệt Đức,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09064,Xã Liên Châu,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09076,Xã Vĩnh Tường,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09079,Xã Vĩnh An,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09100,Xã Vĩnh Hưng,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09106,Xã Vĩnh Thành,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09112,Xã Thổ Tang,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
09154,Xã Vĩnh Phú,Xã,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025,25,Tỉnh Phú Thọ
10507,Phường Thành Đông,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10525,Phường Hải Dương,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10532,Phường Lê Thanh Nghị,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10537,Phường Tân Hưng,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10543,Phường Việt Hòa,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10546,Phường Chí Linh,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10549,Phường Chu Văn An,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10552,Phường Nguyễn Trãi,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10570,Phường Trần Hưng Đạo,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10573,Phường Trần Nhân Tông,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10603,Phường Lê Đại Hành,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10606,Xã Nam Sách,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10615,Xã Hợp Tiến,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10633,Xã Trần Phú,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10642,Xã Thái Tân,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10645,Xã An Phú,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10660,Phường Ái Quốc,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10675,Phường Kinh Môn,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10678,Phường Bắc An Phụ,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10705,Xã Nam An Phụ,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10714,Phường Nhị Chiểu,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10726,Phường Phạm Sư Mạnh,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10729,Phường Trần Liễu,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10744,Phường Nguyễn Đại Năng,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10750,Xã Phú Thái,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10756,Xã Lai Khê,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10792,Xã An Thành,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10804,Xã Kim Thành,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10813,Xã Thanh Hà,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10816,Xã Hà Bắc,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10837,Phường Nam Đồng,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10843,Xã Hà Nam,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10846,Xã Hà Tây,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10882,Xã Hà Đông,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10888,Xã Cẩm Giang,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10891,Phường Tứ Minh,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10903,Xã Cẩm Giàng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10909,Xã Tuệ Tĩnh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10930,Xã Mao Điền,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10945,Xã Kẻ Sặt,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10966,Xã Bình Giang,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10972,Xã Đường An,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10993,Xã Thượng Hồng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
10999,Xã Gia Lộc,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11002,Phường Thạch Khôi,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11020,Xã Yết Kiêu,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11050,Xã Gia Phúc,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11065,Xã Trường Tân,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11074,Xã Tứ Kỳ,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11086,Xã Đại Sơn,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11113,Xã Tân Kỳ,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11131,Xã Chí Minh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11140,Xã Lạc Phượng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11146,Xã Nguyên Giáp,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11164,Xã Vĩnh Lại,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11167,Xã Tân An,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11203,Xã Ninh Giang,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11218,Xã Hồng Châu,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11224,Xã Khúc Thừa Dụ,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11239,Xã Thanh Miện,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11242,Xã Nguyễn Lương Bằng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11254,Xã Bắc Thanh Miện,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11257,Xã Hải Hưng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11284,Xã Nam Thanh Miện,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11311,Phường Hồng Bàng,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11329,Phường Ngô Quyền,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11359,Phường Gia Viên,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11383,Phường Lê Chân,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11407,Phường An Biên,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11411,Phường Đông Hải,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11413,Phường Hải An,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11443,Phường Kiến An,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11446,Phường Phù Liễn,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11455,Phường Đồ Sơn,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11473,Phường Bạch Đằng,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11488,Phường Lưu Kiếm,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11503,Xã Việt Khê,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11506,Phường Lê Ích Mộc,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11533,Phường Hòa Bình,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11542,Phường Nam Triệu,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11557,Phường Thiên Hương,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11560,Phường Thủy Nguyên,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11581,Phường An Dương,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11593,Phường An Phong,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11602,Phường Hồng An,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11617,Phường An Hải,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11629,Xã An Lão,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11635,Xã An Trường,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11647,Xã An Quang,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11668,Xã An Khánh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11674,Xã An Hưng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11680,Xã Kiến Thụy,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11689,Phường Hưng Đạo,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11692,Phường Dương Kinh,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11713,Xã Nghi Dương,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11725,Xã Kiến Minh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11728,Xã Kiến Hưng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11737,Phường Nam Đồ Sơn,Phường,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11749,Xã Kiến Hải,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11755,Xã Tiên Lãng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11761,Xã Quyết Thắng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11779,Xã Tân Minh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11791,Xã Tiên Minh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11806,Xã Chấn Hưng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11809,Xã Hùng Thắng,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11824,Xã Vĩnh Bảo,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11836,Xã Vĩnh Thịnh,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11842,Xã Vĩnh Thuận,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11848,Xã Vĩnh Hòa,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11875,Xã Vĩnh Hải,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11887,Xã Vĩnh Am,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11911,Xã Nguyễn Bỉnh Khiêm,Xã,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11914,Đặc khu Cát Hải,Đặc khu,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11948,Đặc khu Bạch Long Vĩ,Đặc khu,Số: 1669/NQ-UBTVQH15; Ngày: 16/06/2025,31,Thành phố Hải Phòng
11953,Phường Phố Hiến,Phường,Số: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,Tỉnh Hưng Yên
11977,Xã Tân Hưng,Xã,Số: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,Tỉnh Hưng Yên
11980,Phường Hồng Châu,Phường,Số: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,Tỉnh Hưng Yên
11983,Phường Sơn Nam,Phường,Số: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,Tỉnh Hưng Yên
11992,Xã Lạc Đạo,Xã,Số: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,Tỉnh Hưng Yên
11995,Xã Đại Đồng,Xã,Số: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,Tỉnh Hưng Yên
